age,education-num,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country
40,11.0,45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male, United-States
64,5.0,45, Self-emp-not-inc, 9th, Separated, Transport-moving, Not-in-family, White, Male, United-States
50,9.0,55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male, United-States
36,13.0,35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
55,14.0,45, Local-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female, United-States
21,9.0,20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male, United-States
47,9.0,40, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States
67,13.0,5, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female, United-States
24,12.0,40, Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male, United-States
46,5.0,40, Private, 9th, Divorced, Other-service, Unmarried, White, Female, United-States
30,9.0,50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
43,10.0,40, Private, Some-college, Married-spouse-absent, Other-service, Not-in-family, Black, Female, United-States
50,13.0,32, Private, Bachelors, Never-married, Sales, Unmarried, White, Female, United-States
57,4.0,3, Private, 7th-8th, Widowed, Sales, Other-relative, White, Female, United-States
20,10.0,6, Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States
48,4.0,40, Local-gov, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
50,7.0,50, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
23,12.0,65, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Female, United-States
67,10.0,25, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female, United-States
42,9.0,40, Local-gov, HS-grad, Married-civ-spouse,, Husband, White, Male, United-States
35,10.0,40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
25,11.0,40, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
35,9.0,40, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male, Cambodia
54,10.0,28, Private, Some-college, Separated, Other-service, Not-in-family, White, Male, Columbia
44,13.0,40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
33,5.0,55, Private, 9th, Divorced, Craft-repair, Unmarried, White, Male, United-States
54,13.0,40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
68,9.0,15, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
21,9.0,40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
52,10.0,35, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female, United-States
43,,42, Private, Some-college, Married-civ-spouse,, Husband, White, Male, United-States
22,13.0,30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States
49,13.0,40, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female, United-States
58,9.0,36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female, United-States
39,9.0,40, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, Black, Male, United-States
29,9.0,50, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States
28,9.0,40, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
28,13.0,40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
59,9.0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, Italy
34,13.0,50, Private, Bachelors, Separated, Sales, Not-in-family, White, Male, United-States
63,9.0,55, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
28,12.0,40, Private, Assoc-acdm, Separated, Other-service, Not-in-family, White, Male, United-States
26,13.0,20, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male, United-States
41,11.0,60, Self-emp-not-inc, Assoc-voc, Divorced, Sales, Not-in-family, White, Male, United-States
35,13.0,45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
23,13.0,27, State-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female, United-States
32,10.0,60, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male, United-States
38,9.0,40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
40,9.0,45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States
39,10.0,38, Private, Some-college, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female, United-States
29,11.0,40, Self-emp-not-inc, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
40,13.0,40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
25,10.0,40, Private, Some-college, Separated, Adm-clerical, Own-child, White, Male, United-States
34,10.0,40, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female, United-States
37,7.0,40, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male, United-States
39,10.0,50, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States
29,12.0,35, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female, United-States
22,9.0,36, Private, HS-grad, Never-married, Priv-house-serv, Own-child, White, Female, United-States
46,9.0,40, Self-emp-not-inc, HS-grad, Widowed, Other-service, Other-relative, White, Female, United-States
29,10.0,40, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female, United-States
55,12.0,5,, Assoc-acdm, Married-spouse-absent,, Not-in-family, White, Female, United-States
19,10.0,35, Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States
32,6.0,37, Private, 10th, Married-spouse-absent, Other-service, Not-in-family, Black, Female, United-States
35,13.0,40, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male, Puerto-Rico
60,9.0,40, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female, United-States
21,,30, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female, United-States
36,9.0,45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
24,12.0,20, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Male, United-States
20,12.0,20,, Assoc-acdm, Never-married,, Not-in-family, White, Male, United-States
21,9.0,40, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male, United-States
55,13.0,40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
46,13.0,50, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, Germany
28,13.0,40, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
66,10.0,40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
45,10.0,30, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Male, United-States
22,10.0,40, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
27,13.0,40, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
17,6.0,20, Private, 10th, Never-married, Other-service, Own-child, White, Female, United-States
25,10.0,40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
25,9.0,45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
36,9.0,40, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female, China
42,9.0,53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
50,13.0,60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
54,14.0,30, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Female, United-States
50,9.0,40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States
22,13.0,40, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female, United-States
23,10.0,60, Private, Some-college, Never-married, Tech-support, Own-child, White, Male, United-States
20,9.0,30, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female, United-States
19,10.0,40, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female, Mexico
59,9.0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
24,10.0,50, Local-gov, Some-college, Divorced, Handlers-cleaners, Not-in-family, Black, Male, United-States
24,9.0,40, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States
32,14.0,55, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
23,9.0,40, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male, Philippines
21,10.0,8, Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States
37,12.0,40, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
33,10.0,40, State-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Male, United-States
56,13.0,38, State-gov, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,
18,7.0,5, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female, United-States
28,7.0,40, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male, United-States
24,9.0,50, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Male, United-States
32,13.0,46, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female, United-States
19,9.0,30, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male, United-States
21,9.0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
43,9.0,44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
31,9.0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
43,10.0,40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
38,7.0,40, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
39,6.0,60, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
17,9.0,40, Private, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male, United-States
58,10.0,40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
27,11.0,40, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, Black, Female, United-States
63,10.0,50, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male, United-States
25,14.0,55, Private, Masters, Never-married, Sales, Not-in-family, White, Male, United-States
49,13.0,55, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
20,9.0,30, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male, United-States
30,11.0,40, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Male, United-States
30,13.0,45, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States
17,6.0,15, Private, 10th, Never-married, Prof-specialty, Own-child, Other, Female, United-States
46,9.0,40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States
35,13.0,55, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female, United-States
33,,35, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female, Puerto-Rico
62,13.0,38, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
24,9.0,40, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male, United-States
33,10.0,50, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male, United-States
27,10.0,44, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States
31,14.0,50, State-gov, Masters, Divorced, Exec-managerial, Unmarried, White, Female, United-States
48,16.0,50, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
49,9.0,43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
50,13.0,38, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
34,10.0,72, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
50,4.0,20,, 7th-8th, Separated,, Own-child, White, Female, United-States
37,10.0,50, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
36,10.0,39, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States
30,13.0,40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
48,10.0,40, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male, United-States
29,9.0,40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
31,9.0,40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
48,9.0,40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
27,10.0,40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
20,10.0,10, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female, United-States
37,9.0,40, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male, United-States
55,13.0,40, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female, United-States
55,10.0,62, Private, Some-college, Widowed, Farming-fishing, Not-in-family, White, Male, United-States
70,10.0,25, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
28,13.0,65, Private, Bachelors, Never-married, Sales, Unmarried, White, Male, United-States
54,10.0,32, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
42,10.0,45, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female, United-States
35,9.0,40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States
22,10.0,25,, Some-college, Never-married,, Not-in-family, Black, Female, United-States
40,9.0,35, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female, United-States
41,9.0,40, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
39,9.0,50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
64,6.0,40, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
62,4.0,40, Private, 7th-8th, Divorced, Craft-repair, Own-child, White, Male, United-States
51,9.0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
37,9.0,40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States
43,13.0,55, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
51,9.0,84, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
32,9.0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
33,9.0,40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States
30,7.0,40, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
36,10.0,44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
51,9.0,50, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
30,13.0,40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
38,8.0,40, Private, 12th, Married-civ-spouse, Other-service, Husband, White, Male, United-States
69,16.0,50, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
27,2.0,40, Private, 1st-4th, Never-married, Craft-repair, Not-in-family, White, Male, Mexico
25,10.0,40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
39,9.0,40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male, Cuba
21,9.0,35,, HS-grad, Married-civ-spouse,, Other-relative, White, Female, United-States
54,9.0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
32,8.0,54, Private, 12th, Divorced, Protective-serv, Own-child, White, Male, Mexico
27,13.0,40, State-gov, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female, United-States
54,14.0,40, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, India
28,,20,, Some-college, Divorced,, Own-child, White, Female,
23,8.0,30, Private, 12th, Never-married, Other-service, Not-in-family, White, Female, United-States
43,10.0,84, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
52,9.0,55, Private, HS-grad, Divorced, Craft-repair, Other-relative, White, Male, United-States
19,9.0,30, Private, HS-grad, Separated, Adm-clerical, Own-child, White, Female, United-States
29,9.0,60, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
54,4.0,50, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
41,9.0,50, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
23,10.0,25, Private, Some-college, Never-married, Other-service, Other-relative, White, Female, United-States
36,9.0,45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
34,13.0,62, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
49,10.0,40, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female, United-States
38,10.0,28, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black, Female, United-States
22,9.0,40, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Male, United-States
20,9.0,35,, HS-grad, Never-married,, Other-relative, White, Female, United-States
35,8.0,84, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
20,10.0,9, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male, England
21,10.0,20,, Some-college, Never-married,, Own-child, Black, Male, United-States
32,6.0,50, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male, United-States
59,10.0,34, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States
42,13.0,45, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female, United-States
48,7.0,40, Private, 11th, Divorced, Other-service, Unmarried, Black, Female, United-States
42,14.0,40, Local-gov, Masters, Never-married, Prof-specialty, Unmarried, White, Female, United-States
40,9.0,12, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female, United-States
67,9.0,35,, HS-grad, Widowed,, Not-in-family, White, Male, United-States
38,14.0,70, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
52,9.0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
23,13.0,38, State-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
35,9.0,40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States
49,2.0,40, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male, Portugal
65,7.0,40, Private, 11th, Widowed, Other-service, Unmarried, Other, Male, United-States
24,9.0,40, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female, Mexico
51,9.0,40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
39,10.0,45, Private, Some-college, Divorced, Farming-fishing, Unmarried, White, Female, United-States
35,9.0,40, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male, United-States
31,10.0,32, Local-gov, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female, United-States
33,6.0,40, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
31,10.0,40, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States
20,9.0,35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States
22,9.0,38, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female, United-States
53,11.0,40, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Female, United-States
34,10.0,40, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female, United-States
25,12.0,40, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female, United-States
33,9.0,19, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Other, Female, United-States
61,9.0,37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
27,10.0,25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male, United-States
30,10.0,10, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States
24,10.0,35, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female, United-States
28,9.0,40, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female, United-States
49,13.0,40, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
55,9.0,35, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female, Italy
17,6.0,15, Private, 10th, Never-married, Other-service, Other-relative, White, Male, United-States
75,14.0,50, Self-emp-not-inc, Masters, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female, United-States
39,13.0,70, Private, Bachelors, Married-civ-spouse,, Husband, White, Male, United-States
20,10.0,40, Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States
32,10.0,60, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male, United-States
32,9.0,40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
29,9.0,45, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
46,7.0,43, Private, 11th, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male, Germany
42,9.0,40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
25,10.0,15, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States
63,6.0,40, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
52,9.0,50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
20,7.0,40,, 11th, Never-married,, Own-child, Black, Male, United-States
38,9.0,40, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
29,10.0,54, Private, Some-college, Divorced, Sales, Unmarried, White, Female, United-States
28,13.0,45, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States
38,9.0,40, Local-gov, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male, United-States
38,11.0,40, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male, United-States
24,10.0,35, Private, Some-college, Never-married, Sales, Other-relative, White, Male, United-States
30,10.0,40, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male, Mexico
47,13.0,57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
74,9.0,20, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
20,10.0,40, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States
30,6.0,40, Private, 10th, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male, United-States
47,9.0,40, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female, United-States
52,11.0,35, Private, Assoc-voc, Separated, Other-service, Unmarried, White, Female, United-States
43,13.0,45, Private, Bachelors, Separated, Prof-specialty, Unmarried, White, Male, United-States
47,9.0,44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male, United-States
49,10.0,40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, United-States
36,8.0,40, Private, 12th, Separated, Other-service, Unmarried, White, Female, Mexico
47,10.0,40, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male, United-States
61,13.0,40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
53,13.0,30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
53,9.0,50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
30,13.0,45, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
54,13.0,60, Private, Bachelors, Divorced, Sales, Not-in-family, Black, Female, United-States
28,7.0,40, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States
46,9.0,60, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female, United-States
37,10.0,50, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
56,13.0,65, Federal-gov, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Male, United-States
64,8.0,24,, 12th, Married-civ-spouse,, Husband, White, Male, United-States
17,7.0,20, Private, 11th, Never-married, Sales, Own-child, White, Male, United-States
23,9.0,1, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male, Vietnam
26,13.0,40, Private, Bachelors, Never-married, Sales, Own-child, White, Male, United-States
57,10.0,40,, Some-college, Divorced,, Not-in-family, White, Female, United-States
42,9.0,40, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Male, United-States
21,10.0,40,, Some-college, Never-married,, Own-child, White, Male, United-States
24,6.0,65, Local-gov, 10th, Never-married, Craft-repair, Unmarried, Black, Male, Haiti
46,1.0,75, Private, Preschool, Married-civ-spouse, Machine-op-inspct, Other-relative, Black, Male, Dominican-Republic
27,9.0,38, State-gov, HS-grad, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male, United-States
38,9.0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
26,11.0,55, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female, United-States
75,10.0,35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
48,9.0,50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
38,9.0,40, Federal-gov, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female, United-States
30,9.0,40, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male, United-States
42,15.0,40, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
33,13.0,40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Other-relative, Asian-Pac-Islander, Male, India
48,11.0,50, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
39,9.0,40, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female, United-States
31,13.0,50, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
35,9.0,35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
32,10.0,40, Federal-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male, United-States
24,13.0,42, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
29,13.0,40, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
32,9.0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
23,8.0,50, Private, 12th, Never-married, Craft-repair, Not-in-family, White, Male, United-States
43,13.0,40, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male, United-States
27,13.0,20, Private, Bachelors, Never-married, Other-service, Own-child, White, Female, United-States
60,12.0,30, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male, United-States
26,13.0,40, Private, Bachelors, Never-married, Other-service, Own-child, White, Male, United-States
55,6.0,40, Self-emp-inc, 10th, Widowed, Transport-moving, Not-in-family, White, Male, United-States
32,10.0,40, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, United-States
